Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
T141123,6,16,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Cook Street,94118,2,Presidio Heights,-122.452255448148,37.7827615280727
T011662,9,26,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Columbus Avenue,94133,3,Russian Hill,-122.414343193075,37.8031013193455
T990171,1,25,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Murray Street,94112,9,Bernal Heights,-122.425705099851,37.7336540525444
T050696,6,16,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Waller Street,94117,5,Haight Ashbury,-122.449998924915,37.7687150428892
T110927,8,1,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2800 Block Of Harrison Street,94110,9,Mission,-122.411891999688,37.7518270553218
T030593,5,7,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of 48th Avenue,94122,4,Sunset/Parkside,-122.507801501657,37.7575353904017
T140658,4,4,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Fell Street,94102,5,Hayes Valley,-122.420316348058,37.7762095924813
T070885,6,18,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Belden Place,94104,,,,
T061376,9,18,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2400 Block Of 38th Avenue,94116,4,Sunset/Parkside,-122.49591501892,37.7412219607725
T021922,12,18,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Pine Street,94109,3,Nob Hill,-122.413080090072,37.790513715726
T131424,9,9,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3900 Block Of 3rd Street,94124,10,Bayview Hunters Point,-122.388473158127,37.7415298042862
T150638,4,3,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Silver Avenue,94112,11,Excelsior,-122.429994074358,37.7285992924823
T131441,9,12,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2600 Block Of Franklin Street,94123,2,Marina,-122.425651167363,37.7988182837916
T991535,7,21,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of Donner Avenue,94134,10,Bayview Hunters Point,-122.401049805143,37.7283207539014
T061059,7,14,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Eddy Street,94109,6,Tenderloin,-122.416694943696,37.7833590026313
T131937,12,9,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of Market Street,94102,6,Tenderloin,-122.415436837692,37.7783029378132
T100928,8,6,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Modoc Avenue,94112,11,Outer Mission,-122.449090765939,37.714973813907
T151481,6,29,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2100 Block Of Geary Boulevard,94115,5,Western Addition,-122.43860138719,37.7833579686015
T010612,3,28,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of 4th Avenue,94122,5,Inner Sunset,-122.46083125136,37.7634528105506
T110380,3,23,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Sussex Street,94131,8,Glen Park,-122.437154249345,37.736440485927
T081510,9,23,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of 22nd Avenue,94122,4,Sunset/Parkside,-122.480472054533,37.7643601414555
T050995,8,19,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of California Street,94108,3,Nob Hill,-122.413273080076,37.7914675528315
T010210,2,5,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Haight Street,94117,5,Hayes Valley,-122.429607063116,37.772157819993
T152548,12,2,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Connecticut Street,94107,10,Potrero Hill,-122.397057095982,37.758696595867
T141317,7,15,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Geneva Avenue,94112,11,Excelsior,-122.430848026241,37.7124392761404
T111629,12,6,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3600 Block Of Fillmore Street,94123,2,Marina,-122.436811214699,37.8040008899033
T080009,1,7,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Pierce Street,94117,5,Hayes Valley,-122.434269990997,37.7740039846572
T121260,8,10,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Van Ness Avenue,94102,6,Tenderloin,-122.420129233331,37.7803303919189
T992728,12,31,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2700 Block Of Bryant Street,94110,9,Mission,-122.408970541771,37.7503965728459
T050828,7,14,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Pine Street,94108,3,Nob Hill,-122.419657120932,37.7896709503843
T091645,12,1,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Ofarrell Street,94102,6,Tenderloin,-122.413782612855,37.7856317812488
T081901,12,12,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1600 Block Of Grove Street,94117,5,Lone Mountain/USF,-122.443780098566,37.7752450453657
T140216,2,3,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Ofarrell Street,94115,5,Western Addition,-122.438885953549,37.7825586617868
T070701,5,15,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of 6th Avenue,94122,5,Inner Sunset,-122.463269352425,37.7655824417924
T020063,1,7,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of Washington Street,94108,3,Nob Hill,-122.412198343225,37.7944778854226
T070550,4,17,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3600 Block Of 16th Street,94114,8,Castro/Upper Market,-122.434199642664,37.7642250106821
T040196,2,12,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,700 Block Of 25th Avenue,94121,1,Outer Richmond,-122.484324208282,37.7753725575845
T122019,12,24,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,400 Block Of 31st Avenue,94121,1,Outer Richmond,-122.491163848199,37.7807636981982
T2K1676,8,4,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of Treat Avenue,94110,9,Mission,-122.412831855348,37.7501648379442
E031194,9,25,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,200 Block Of Leavenworth Street,94102,6,Tenderloin,-122.414079336332,37.7832678122929
T2K1527,7,24,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of 29th Avenue,94121,1,Outer Richmond,-122.489013595008,37.7789280623707
T020657,4,18,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1600 Block Of 24th Avenue,94122,4,Sunset/Parkside,-122.481956304876,37.7568044552893
T081383,9,4,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Jones Street,94109,3,Nob Hill,-122.414079942924,37.7909311531893
T151053,5,26,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Vallejo Street,94133,3,North Beach,-122.405149956113,37.7990880659094
T071198,8,15,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3900 Block Of Sacramento Street,94118,2,Presidio Heights,-122.458054119926,37.7867215398747
