name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
King size bed share with male owner,Twin Peaks,37.74734797,-122.4508884,Shared room,40,1,0,,,2,365
1BDR Castro/Twin Peaks Lookout,Twin Peaks,37.75726044,-122.4450196,Entire home/apt,115,30,29,3/16/17,1.38,3,231
Stunning Views! Parking! Twin Peaks,Twin Peaks,37.75039724,-122.445076,Entire home/apt,450,1,0,,,2,0
"Incredible House, Spectacular Views, in San Fran!",Twin Peaks,37.75362747,-122.4436196,Entire home/apt,250,1,2,7/27/16,0.2,1,0
"New 1 bdrm apartment. parking, view",Twin Peaks,37.75588224,-122.4425425,Entire home/apt,160,3,3,1/1/16,0.13,1,91
Private bedroom/bathroom in Twin Peaks with views!,Twin Peaks,37.75712777,-122.4529854,Private room,148,3,38,3/30/17,4.54,1,254
En-suite Room in $1.3 Million House,Twin Peaks,37.75555971,-122.4442319,Private room,98,1,34,8/16/15,0.96,3,0
Villa Terrace View Home - 3BR/2.5BA,Twin Peaks,37.75748506,-122.4471908,Entire home/apt,385,2,0,,,1,10
Test,Twin Peaks,37.75201767,-122.4433791,Private room,56,1,0,,,1,0
Quiet Room/Bath Super easy transit!,Twin Peaks,37.75139557,-122.4441361,Private room,85,2,83,3/1/17,2.68,1,323
Artist'sCreative Room in Contemporary SF Apt,Twin Peaks,37.75801404,-122.4455511,Private room,72,1,1,2/20/17,0.71,1,12
Beautiful Twin Peaks Apartment,Twin Peaks,37.75095254,-122.4453643,Entire home/apt,140,3,8,10/13/15,0.13,1,0
Beautiful Flat + Stunning Views,Twin Peaks,37.75834039,-122.4459644,Entire home/apt,275,3,14,3/31/17,1.45,1,184
1 bedroom avail: amazing views!,Twin Peaks,37.75680828,-122.4432449,Private room,100,1,0,,,1,0
Private room with a fantastic view,Twin Peaks,37.75056287,-122.4448083,Private room,95,2,2,3/26/17,2,1,27
Spacious Bright BR in My Sanctuary‰£,Twin Peaks,37.74604396,-122.4525464,Private room,90,30,3,3/27/17,0.19,3,89
Luxury SF Oasis~Ample Parking,Twin Peaks,37.75291411,-122.4521738,Entire home/apt,595,2,14,3/11/17,1,2,364
MILLION DOLLAR VIEW WITH PARKING,Twin Peaks,37.75550922,-122.4434764,Entire home/apt,217,3,4,11/2/15,0.21,1,0
Best View in San Francisco,Twin Peaks,37.75553111,-122.4415149,Entire home/apt,375,2,0,,,1,0
Cozy Private Room Castro/Eureka,Twin Peaks,37.75568747,-122.4412184,Private room,105,2,4,12/12/16,0.32,1,154
TwinPeaks Castro 3BR2BA Views House,Twin Peaks,37.75762093,-122.4442487,Entire home/apt,475,2,16,3/5/17,1.05,2,27
Fantastic Flat with City Views,Twin Peaks,37.7578597,-122.4465167,Entire home/apt,299,1,42,3/29/17,1.23,2,5
Twin Peaks gem with dynamite views,Twin Peaks,37.75785877,-122.4470649,Entire home/apt,349,1,0,,,1,0
City retreat in the forest.,Twin Peaks,37.75011364,-122.4531864,Entire home/apt,135,2,21,3/4/17,2.83,2,207
NEW Best of SF: Luxury Crash Pad #1,Twin Peaks,37.75753439,-122.4502996,Private room,100,2,4,3/14/17,1.41,3,280
"Modern Unit w/Private Patio, Hot tub, Fire pit ++",Twin Peaks,37.75433658,-122.4432571,Entire home/apt,199,1,17,3/13/17,2.6,1,344
The Speakeasy on Market Street,Twin Peaks,37.75466836,-122.4426601,Entire home/apt,200,2,56,3/24/17,2.18,1,199
San Francisco Twin Peaks Home in,Twin Peaks,37.75461127,-122.4438456,Private room,400,1,0,,,1,365
Ground Floor Studio with Garage Parking,Twin Peaks,37.75195066,-122.4492788,Entire home/apt,115,2,78,3/9/17,2.31,3,286
Twin Peaks with views for miles.,Twin Peaks,37.75142867,-122.4441127,Private room,250,2,1,1/13/17,0.37,2,364
Single Family Home in Twin Peaks,Twin Peaks,37.74770684,-122.4467788,Entire home/apt,150,5,3,9/16/15,0.15,1,0
NEW Best of SF: Luxury Crash Pad #3,Twin Peaks,37.7580436,-122.4510907,Private room,75,3,6,3/15/17,2.12,3,249
Voted #1 best view in San Francisco - Sleeps 8,Twin Peaks,37.75782168,-122.4441379,Entire home/apt,624,2,12,3/27/17,1.81,1,81
Centrally Located Twin Peaks Home,Twin Peaks,37.7482862,-122.4498918,Entire home/apt,550,3,2,8/11/15,0.04,1,277
Fantastic Family Home,Bernal Heights,37.73670128,-122.4179692,Entire home/apt,225,5,12,12/27/16,0.27,1,120
Adorable Bernal Heights Home,Bernal Heights,37.73739039,-122.4144725,Entire home/apt,200,2,1,10/22/16,0.18,2,277
"my quiet little ""Bernal Box"" house",Bernal Heights,37.74326854,-122.4172702,Entire home/apt,205,2,38,7/18/16,0.68,1,0
"Near MUNI, BART, freeways, shops",Bernal Heights,37.74142961,-122.4240149,Private room,200,1,1,7/24/15,0.05,1,365
New Garden Apt in Bernal,Bernal Heights,37.74682232,-122.4056593,Entire home/apt,150,1,36,10/6/16,1.22,2,323
San Francisco's Best Neighborhood!,Bernal Heights,37.73920274,-122.4169157,Private room,135,3,135,3/25/17,4.42,1,189
Beautiful garden studio near Park- Near Mission,Bernal Heights,37.74503548,-122.4116507,Entire home/apt,135,2,140,3/31/17,5.01,1,122
Super Cute Victorian in Bernal Village,Bernal Heights,37.7409961,-122.4175468,Entire home/apt,315,2,22,3/19/17,2.77,1,256
North Bernal privacy with Parking,Bernal Heights,37.74548563,-122.4074223,Entire home/apt,119,3,57,3/11/17,3.04,1,0
Private-BD/Shared-BTH in 2-BD/2-BTH TwnHse,Bernal Heights,37.73227504,-122.4149503,Private room,75,1,113,3/29/17,6.65,2,35
"Beautiful, charming studio ",Bernal Heights,37.73823206,-122.4185468,Entire home/apt,143,1,1,10/14/14,0.03,1,0
Sunny 1 Bedroom Garden Apartment,Bernal Heights,37.73872658,-122.4169828,Entire home/apt,125,3,140,3/31/17,2.95,1,241
Modern Mission 2 Bedroom with private access,Bernal Heights,37.74726953,-122.4086262,Entire home/apt,265,3,27,3/31/17,3.51,2,68
Spacious Room in Cozy Home,Bernal Heights,37.73947847,-122.4132438,Private room,64,1,0,,,1,0
Modern 3 BR in Bernal Heights,Bernal Heights,37.74143657,-122.4110501,Entire home/apt,450,4,1,11/27/16,0.24,1,118
Beautiful Bernal Heights Apartment,Bernal Heights,37.73882923,-122.4152944,Entire home/apt,200,2,27,1/29/17,3.42,1,291
Clean sweet space in Bernal Heights,Bernal Heights,37.74067407,-122.4148858,Entire home/apt,150,2,48,3/27/17,3.66,1,332
Victorian steps from the fun,Bernal Heights,37.74687571,-122.4183068,Entire home/apt,150,4,2,1/8/17,0.55,4,25
Be Hip! Stay in my Modern studio,Bernal Heights,37.74608635,-122.4113076,Entire home/apt,115,30,51,2/3/17,4.42,1,29
Immaculate SF ...  VERY Comfortable,Bernal Heights,37.73460181,-122.4247343,Entire home/apt,225,3,83,3/25/17,2.67,1,315
Huge 3 bed 2 bath with views + parking in Bernal,Bernal Heights,37.74016002,-122.4214616,Entire home/apt,300,4,5,3/27/17,2.46,1,176
Beautiful apt in Mission/Bernal,Bernal Heights,37.74794646,-122.4173637,Entire home/apt,135,7,3,10/30/16,0.22,1,0
Stunning Upscale Private Apartment,Bernal Heights,37.74619831,-122.4119467,Entire home/apt,160,3,145,3/26/17,4.31,1,243
STUNNING VICTORIAN VIEWS & PARKING,Bernal Heights,37.74828679,-122.4045694,Entire home/apt,245,30,89,1/3/17,3.16,1,360
Private Room with Private Entrance,Bernal Heights,37.74631054,-122.410135,Private room,85,3,2,8/28/15,0.1,2,113
Private Bed & Bath w/ Beautiful Sunny deck,Bernal Heights,37.73976231,-122.4132126,Private room,200,2,7,2/20/17,0.88,1,364
Modern View Home w/ a Private Deck,Bernal Heights,37.74135349,-122.4093841,Private room,90,2,21,3/3/17,0.97,2,365
Neighborhoody Nook - 1 bd/1 bath,Bernal Heights,37.73705207,-122.4175174,Private room,135,2,92,2/20/17,1.92,1,364
Gorgeous Master Suite/Studio with Private Terrace,Bernal Heights,37.74625251,-122.4236118,Private room,175,3,9,3/5/17,0.89,2,0
Large Luxury San Francisco House,Bernal Heights,37.73623057,-122.4195783,Entire home/apt,550,1,0,,,1,0
Spacious sunny room right in the Mission!,Bernal Heights,37.74630859,-122.4185356,Private room,64,2,3,3/13/17,0.71,1,33
2 BR/1 BA - Mission District,Bernal Heights,37.74789476,-122.408277,Entire home/apt,150,4,13,3/24/17,1.08,1,99
Bernal Heights Architect's Retreat,Bernal Heights,37.74127706,-122.4215473,Private room,105,2,220,3/28/17,5.75,1,265
Spacious Victorian Bedroom in Mission,Bernal Heights,37.74259142,-122.4214222,Private room,100,2,10,2/16/17,2.01,4,7
Room in Bernal Village center,Bernal Heights,37.74020724,-122.4121297,Private room,85,3,20,10/23/16,1.52,1,361
Private-Master BD/BTH in 2-BD/2-BTH TwnHse,Bernal Heights,37.73408248,-122.413598,Private room,100,1,20,3/29/17,7.41,2,28
Home with view and free parking,Bernal Heights,37.74262494,-122.4087504,Private room,70,2,11,3/19/17,0.64,2,365
"Cozy, Sunny and Private Space",Bernal Heights,37.74025451,-122.4125909,Entire home/apt,150,30,92,9/27/16,1.12,1,200
Bernal pied-ÌÊ-terre,Bernal Heights,37.73818716,-122.4156629,Entire home/apt,175,1,18,1/19/16,0.29,1,92
Sunny Victorian One-Bedroom House,Bernal Heights,37.73966578,-122.4185789,Entire home/apt,185,4,6,9/25/16,0.35,1,6
Great home base while enjoying SF!,Bernal Heights,37.73350147,-122.4286815,Entire home/apt,140,3,84,4/1/17,1.2,1,215
5 bedroom Victorian / exciting area,Bernal Heights,37.74688895,-122.4169805,Entire home/apt,500,4,1,3/25/17,1,4,25
Charming Victorian House in Bernal!,Bernal Heights,37.73739737,-122.417051,Entire home/apt,220,2,11,3/17/17,1.72,1,1
Nice Bedroom in Spacious House,Bernal Heights,37.73725509,-122.4108111,Private room,85,7,28,11/26/16,0.41,1,13
Bright Music Themed Room/Magical SF Garden Oasis,Bernal Heights,37.74460776,-122.4096587,Private room,129,2,50,2/24/17,1.84,3,332
"Gorgeous, Modern & Comfortable Home",Bernal Heights,37.73695014,-122.4240005,Entire home/apt,349,3,3,8/12/16,0.25,1,0
Roomy bungalow + big deck views,Bernal Heights,37.74196883,-122.4219206,Entire home/apt,185,2,17,9/12/16,1.23,1,179
"Brand New, Modern In-Law Unit in SF",Bernal Heights,37.73309613,-122.4326134,Entire home/apt,220,3,14,10/25/16,1.43,1,0
2000sqft 4BR Mission Victorian Flat,Bernal Heights,37.74330992,-122.4197386,Entire home/apt,250,2,57,3/24/17,4.07,4,16
Home w/ SF Bay view for SB50 stay,Bernal Heights,37.73710693,-122.4180009,Entire home/apt,700,1,0,,,1,0
Sunny home w/hot tub and parking. Pets welcome!,Bernal Heights,37.74169743,-122.4118138,Entire home/apt,350,2,21,3/12/17,2.2,1,81
"Sunny big studio has storage, views. Easy parking!",Bernal Heights,37.74388712,-122.4112933,Entire home/apt,76,2,93,3/26/17,2.09,1,100
Private room in modern single family home,Bernal Heights,37.74181683,-122.4089566,Private room,125,1,2,9/23/16,0.26,3,365
Newly Remodeled Victorian/ Bernal,Bernal Heights,37.73897011,-122.4154326,Entire home/apt,150,3,4,5/30/15,0.18,1,0
Room in Sunny Bernal Heights,Bernal Heights,37.74367062,-122.406959,Private room,58,1,0,,,1,0
Beautiful 2 bdrm near park  Mission,Bernal Heights,37.74479179,-122.4115224,Entire home/apt,155,2,32,3/6/17,2.53,1,5
Big Cozy room w/ view in awesome Bernal/Mission,Bernal Heights,37.73758637,-122.4229944,Private room,59,1,39,3/21/17,1.22,2,150
"Quiet Queen Room with Private Bath, Parking, View",Bernal Heights,37.7342982,-122.4209213,Private room,95,2,252,3/26/17,3.46,3,64
SUPERBOWL PAD IN THE MISSION!!!,Bernal Heights,37.74816821,-122.4186633,Entire home/apt,300,1,0,,,1,0
Modern Bernal View Victorian,Bernal Heights,37.74760499,-122.4056505,Entire home/apt,300,1,0,,,2,364
1 bedroom apartment in Bernal Heights,Bernal Heights,37.73567302,-122.4230005,Entire home/apt,159,2,38,3/21/17,3.77,1,316
Charming 2Bd Victorian w yard &park,Bernal Heights,37.74338002,-122.4239566,Entire home/apt,189,1,10,1/7/17,0.53,2,61
Cozy Bernal Heights Room,Bernal Heights,37.73219309,-122.4226104,Private room,65,1,1,2/8/16,0.07,1,0
Unique Bernal Room&Private Jacuzzi,Bernal Heights,37.74692951,-122.4168431,Private room,140,2,62,3/22/17,1.42,1,356
Elegant Victorian Bedroom in Mission,Bernal Heights,37.74286891,-122.4220629,Private room,75,2,14,2/16/17,2.9,4,7
"Stylish, 1 bdrm Japanese-style apt.",Bernal Heights,37.74650149,-122.4098931,Entire home/apt,165,4,100,3/16/17,2.01,1,263
Great neighborhood - kids friendly,Bernal Heights,37.73957189,-122.4142518,Entire home/apt,300,3,2,8/31/16,0.1,1,15
Quiet Bernal Heights cottage studio,Bernal Heights,37.73822196,-122.4223341,Entire home/apt,120,2,147,3/28/17,3.04,1,173
"Mission District, San Francisco, CA",Bernal Heights,37.74649434,-122.4074363,Entire home/apt,135,7,4,10/5/14,0.12,1,235
Sunny room on Top of Bernal Heights,Bernal Heights,37.74558798,-122.4085678,Private room,70,1,2,6/15/15,0.09,1,0
The French Victorian-Views & Deck,Bernal Heights,37.7450407,-122.4061406,Entire home/apt,259,5,39,12/29/16,0.99,2,166
3 Bedroom Apartment in Mission,Bernal Heights,37.74455042,-122.4208343,Entire home/apt,1200,1,1,8/17/15,0.05,1,0
"Sunny, Clean, Great Location",Bernal Heights,37.73922431,-122.4193311,Entire home/apt,400,2,8,7/31/16,0.39,1,0
Modern minimalism with a view,Bernal Heights,37.74590876,-122.4100657,Entire home/apt,275,2,3,3/26/17,1.13,1,151
"See the entire city from bright, beautiful Bernal!",Bernal Heights,37.7435735,-122.4167961,Entire home/apt,250,2,5,10/6/16,0.68,1,40
Beautiful Bernal Heights House!,Bernal Heights,37.73737059,-122.4104486,Private room,50,1,6,6/26/16,0.28,1,0
Wine Lovers Retreat with View,Bernal Heights,37.74565393,-122.4085982,Entire home/apt,235,2,0,,,1,0
Bernal Heights / Glen Park Getaway,Bernal Heights,37.73290579,-122.4256888,Entire home/apt,140,31,60,3/4/17,1.63,4,275
Sweet 1 Bedroon Off Mission Street,Bernal Heights,37.73392401,-122.4281054,Entire home/apt,148,2,10,10/5/15,0.29,1,0
Sunny Mission Dolores/Noe/Bernal Studio,Bernal Heights,37.74576577,-122.4239347,Entire home/apt,140,3,12,3/24/17,6.1,1,194
Yellow charmer below baby Bernal,Bernal Heights,37.74677602,-122.4086569,Entire home/apt,145,4,8,6/28/16,0.25,1,0
Cozy&Private Room in Bernal Heights,Bernal Heights,37.73621672,-122.4267715,Private room,60,7,0,,,1,0
Beautiful Victorian with City Views,Bernal Heights,37.74661943,-122.4150323,Entire home/apt,225,2,7,2/20/17,0.59,1,65
Bright Bernal room with garden,Bernal Heights,37.74376408,-122.4089868,Private room,115,2,34,8/7/16,1.08,1,321
Cozy & Quiet 1 Bedroom,Bernal Heights,37.73396561,-122.4273181,Entire home/apt,110,2,0,,,1,359
Bright Room in SF Oasis with Magical Garden/Views,Bernal Heights,37.7438349,-122.4095947,Private room,129,2,17,3/25/17,2.59,5,347
Lovely upscale spacious 3BR/2BA house bonus futon,Bernal Heights,37.74175843,-122.4180318,Entire home/apt,295,2,25,8/25/16,0.69,1,0
"Sunny, spacious room in sunny, spacious Bernal apt",Bernal Heights,37.7393168,-122.422201,Private room,149,1,0,,,1,0
Beautiful Modern Victorian,Bernal Heights,37.74799658,-122.4057589,Entire home/apt,260,7,1,7/17/16,0.12,2,0
Day Use Venue for Off-Sites Meetings,Bernal Heights,37.74353403,-122.4217069,Entire home/apt,1050,1,2,2/9/17,0.49,3,363
Modern Designer 3BR in Sunny Bernal Heights,Bernal Heights,37.74395768,-122.4091895,Entire home/apt,249,1,25,3/26/17,6.15,1,97
Eclectic and Bright in Bernal Hts,Bernal Heights,37.74244443,-122.4209512,Entire home/apt,347,2,27,1/13/17,0.98,2,19
Gates Street Room,Bernal Heights,37.73616097,-122.4135568,Private room,150,3,2,2/17/17,1.02,1,83
Unique Colorful SF House-Magical Garden and Views,Bernal Heights,37.74446295,-122.4085021,Entire home/apt,800,1,6,1/20/17,0.16,5,305
Three bedroom home in Bernal,Bernal Heights,37.74444845,-122.4168245,Entire home/apt,300,5,0,,,1,0
A Sweet Refuge w/Private Bathroom,Bernal Heights,37.73773877,-122.4162197,Private room,100,3,112,3/6/17,2.37,1,71
"Cozy SF Room between Noe and Mission, near Dolores",Bernal Heights,37.74712015,-122.4246003,Private room,59,3,1,11/28/16,0.24,1,183
Victorian w/ Garden Mission-Noe,Bernal Heights,37.74772301,-122.4238177,Entire home/apt,250,3,4,7/2/15,0.17,1,0
Large bedroom with closet,Bernal Heights,37.73554745,-122.4272397,Private room,79,3,17,10/25/16,1.21,3,340
"Modern Spacious House, Roof Deck, Views and Garden",Bernal Heights,37.7465087,-122.4103159,Entire home/apt,450,3,1,1/7/17,0.35,1,17
"For Super Bowl plus, 3 room apt.",Bernal Heights,37.74626423,-122.4158628,Entire home/apt,200,1,0,,,1,0
"SF Living! Parks, cafÌ©s & a dog",Bernal Heights,37.74709373,-122.4098439,Private room,90,2,35,3/27/17,4.84,4,42
"Spacious, sunny Bernal Victorian",Bernal Heights,37.7365519,-122.4158873,Entire home/apt,188,2,19,11/25/16,0.9,2,0
Bernal Heights - Le Refuge ,Bernal Heights,37.73351757,-122.4170642,Entire home/apt,125,2,106,3/18/17,2.87,1,310
Sweet & cozy studio with a private entrance.,Bernal Heights,37.73910433,-122.4135156,Entire home/apt,170,3,0,,,2,358
Cozy Private Suite w/ Kitchen,Bernal Heights,37.74172457,-122.408509,Private room,135,3,49,10/7/16,2.28,1,363
Hip 4 rm aprt in Bernal Hts/Mission,Bernal Heights,37.74661372,-122.4143816,Entire home/apt,160,2,16,10/19/15,0.73,1,0
Serene Getaway in Awesome 'Hood,Bernal Heights,37.74196265,-122.4189206,Entire home/apt,195,3,41,2/7/17,2.04,1,155
Quaint Flat in the Heart of Bernal Heights-SF,Bernal Heights,37.74011199,-122.4142818,Entire home/apt,220,2,83,3/13/17,3.59,1,308
Bernal Heights Family Pad,Bernal Heights,37.73951446,-122.4137273,Entire home/apt,245,2,6,12/28/16,0.39,1,0
Holladay Home (w/parking),Bernal Heights,37.74669075,-122.4058601,Entire home/apt,167,2,159,3/25/17,3.59,1,315
"Cozy Mission Studio, Prime Location",Bernal Heights,37.74733837,-122.4185138,Entire home/apt,156,1,33,3/9/17,5.21,1,341
Private room in cozy Bernal Heights home,Bernal Heights,37.73403741,-122.4178055,Private room,88,3,2,7/11/16,0.22,1,0
Awesome Studio in Outer Mission SF,Bernal Heights,37.74768898,-122.4233345,Entire home/apt,100,2,0,,,1,365
Spacious Family Home,Bernal Heights,37.73572108,-122.4260361,Entire home/apt,195,2,20,12/30/16,0.59,1,104
Jasper's Studio,Bernal Heights,37.73690737,-122.4108329,Private room,75,1,40,4/1/17,7.1,1,40
Bernal Heights 2br home w/ garden,Bernal Heights,37.73581407,-122.4133976,Entire home/apt,180,2,1,6/29/16,0.11,1,0
In the mission,Bernal Heights,37.74767754,-122.4134995,Private room,60,5,9,3/18/17,1.64,1,232
2 bedroom bernal heights house,Bernal Heights,37.74014832,-122.4190942,Entire home/apt,225,7,20,1/21/17,1.11,1,270
Beautiful Garden Studio in Bernal,Bernal Heights,37.73939446,-122.4163566,Private room,120,3,86,9/15/16,2.16,1,114
Lovely view condo near BART/Mission,Bernal Heights,37.74270981,-122.4195473,Entire home/apt,135,5,23,1/29/17,0.38,1,31
Completely Private Charming Peaceful Garden Cabin,Bernal Heights,37.73971171,-122.4159029,Entire home/apt,84,2,24,3/20/17,0.59,2,4
Private Studio with Outdoor Deck,Bernal Heights,37.73653518,-122.415816,Private room,118,2,21,3/21/17,2.42,1,84
Charming Home in Bernal,Bernal Heights,37.74447219,-122.4056195,Entire home/apt,125,1,2,12/16/16,0.52,1,0
Bernal Heights North Slope 2 BR Charmer,Bernal Heights,37.74810412,-122.405759,Entire home/apt,238,3,3,3/13/17,2,2,253
Bright room in a nifty house ...,Bernal Heights,37.74754682,-122.4088483,Private room,90,2,4,10/27/15,0.22,1,0
Newly Renovated-Modern Bernal Flat,Bernal Heights,37.73914924,-122.4148457,Entire home/apt,158,2,100,2/23/17,3.54,1,91
Top floor 2br/1ba apartment,Bernal Heights,37.74019341,-122.4136538,Entire home/apt,145,4,4,6/9/16,0.32,1,0
Large 2 story home in SF,Bernal Heights,37.74053454,-122.4089344,Entire home/apt,196,1,6,10/7/16,0.38,3,365
North Slope Bernal Heights,Bernal Heights,37.74724315,-122.4069623,Entire home/apt,1200,1,0,,,1,0
Sunny three bedroom home - great for families,Bernal Heights,37.73945324,-122.4182161,Entire home/apt,450,7,5,8/3/15,0.13,1,91
STUNNING Super Bowl 2016 base camp!,Bernal Heights,37.73501193,-122.4259728,Entire home/apt,395,2,5,8/16/15,0.24,1,0
Priv. BR/BA/living room- sep. entrance-sleeps 3,Bernal Heights,37.73459069,-122.4196842,Private room,130,2,4,10/8/16,0.46,2,38
Spacious room in the Mission,Bernal Heights,37.7469871,-122.4245386,Private room,120,1,1,2/7/16,0.07,2,0
Private room&own bath in cozy Bernal Heights home,Bernal Heights,37.741802,-122.4106781,Private room,119,2,24,3/30/17,1.25,1,162
"Large & welcoming, amazing location",Bernal Heights,37.74217078,-122.4227653,Entire home/apt,300,4,1,8/1/16,0.12,1,2
Classic SF Bernal Heights Condo,Bernal Heights,37.74290001,-122.4208178,Entire home/apt,145,1,9,8/7/16,0.29,1,81
Spacious Neighborhood Apartment,Bernal Heights,37.74107825,-122.4192885,Private room,160,1,5,9/20/16,0.61,1,0
Cute and quiet apartment!,Bernal Heights,37.74716129,-122.4144289,Entire home/apt,145,1,5,3/10/17,1.83,2,363
